text,label
My card is about to expire. What do I need to do to keep using my card?,9
I ordered something online a while ago and I haven't gotten it. I would like a refund.,52
How many cards can I have?,39
Why would there be a payment on my account I don't recognize?,16
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,20
Am I allowed to transfer money to a beneficiary?,7
Is there a way to link cards if I have one of yours?,13
Why would my payment for my card show as pending?,45
Why is there an extra charge for money that was withdrawn?,19
Still waiting on my refund...,51
I want to apply for a Visa card.,73
My card couldn't pay in a shop.,25
I wish to cancel a transfer,8
How can I make my card ready to use?,0
When will my transfer go through?,48
what are the exchange rates for getting cash,76
How do I get my card on the app?,13
I made a payment with my card and it hasn't changed. How long do you think this will take?,45
"I deposited some money, but the balance has not changed.",6
My card hasn't came in the mail yet?,11
"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",63
There's an error in regards to the exchange rate for an item I bought.,17
I tried pulling out money at the ATM and it gave me an incorrect amount back.,75
Would I be able to get a refund for something I bought?,52
Why do I have two charges It should only be one charge?,63
Is there a way to track the new card you sent me?,11
How is my ATM deposit not available yet?,46
What is the procedure for getting another card?,39
Why was my transfer stopped ?,7
I recently made a transfer that I would like to cancel,8
I didn't cancel my top-up.,61
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,17
I need to know where this charge is coming from?,16
Can I return an item?,52
Is my card ready for use or does it need activated and if so how?,0
"I get a ""decline"" message when doing a transfer",27
Why was I not able to take cash from the ATM?,26
I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP,20
Where did my extra fee for the transfer come from?,64
I want to return an item.,52
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,28
Can i cancel a charge?,8
I anticipate getting a Visa card,73
is there a way to fix my top up,59
"While abroad I got cash, and a wrong exchange rate was applied.",76
I'm not recognizing the card payment.,16
A payment I made is for a wrong amount can you help me correct the mistake.,8
If I have a credit card with you how I get set up to link to it?,13
I transferred some money but the balance stayed the same.,5
Why and I being charged this fee?,15
why hasn't my cash arrived yet from my cheque?!,6
What was the cause for my card to be declined?,26
What is going on? My top-up is still pending. I use your system all the time but now it is just showing as pending.,47
"I asked for $40 and I only received $20, what happened?",75
Why has my transfer failed?,35
Trouble transferring transaction contact for help,27
Why is the transfer still pending?  Can I do something?,48
It's been a week since you issued me a card and I still didn't get it. Should I keep waiting?,11
There is unexpected money in my account.,20
I do not see the money I transferred into this account,5
I have a new card and I need to activate it.,0
I want to find out what happened to my new card?,11
I lost my wallet and I think someone is withdrawing cash with my card. Please help. It is urgent.,20
I've been charged an extra £1 and I don't know what it's for,34
I made a transaction to the wrong account!,8
"My top-up hasn't gone through, what happened?",59
I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here?,35
is it just visa or can i also use mastercard?,73
I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not?,51
Am I charged more for using the ATM?,19
My credit card did not go through. Can you see if it has insufficient funds?,59
The app won't let me transfer money to a beneficiary,7
What does it mean if my cash withdrawal is pending?,46
How long does it take for a cash withdrawal to show?,46
I can't see the transfer that I put in.,5
Is there a reason why my account isn't updating because I used a check to  balance my account?,6
I have not received a refund.,51
I bought something online and it says there was a fee to transfer money. Isn't that free?,64
The exchange rate on my purchase is wrong.,17
How much does it cost to get a new card?  Mine is almost expired.  How fast does it come?,9
I'm in China and really need a new card.,9
What was I charged a fee for card payment?,15
I tried to withdraw $100 but only got $20. What happened?,75
What should I do if I want to get another card for someone in my family?,39
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",75
My payment is taking a long time to go through.,45
How can I go about getting a refund?,52
I'd like more information about choosing a Visa or Mastercard.,73
The exchange rate from my card payment isn't right.,17
The rate applied to my foreign currency at an ATM was incorrect.,76
When will my transfer move out of pending stage?,48
What is the charge for sending out more cards?,39
My card payment was cancelled.,53
I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back.,16
There is more than one of the same transaction on my account.,63
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,15
Why was I charged a fee for transferring money,64
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",61
I am confused as to why my transfer could still be pending.,48
Who gets support?,24
What do I need to do to get a refund?,52
My card won't let me withdraw money.,26
I will need a new card because mine is almost expired.  How fast do I get a replacement and what is the cost?,9
Why did I get charged extra?,15
I made a payment and it was reverted and wanted to know why?,53
My card is about to expire. How much does it cost to order a new one and how fast will I get it?,9
A transaction shows duplicate times.,63
The cash I tried to draw from the ATM was not approved.,26
How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,19
I paid with card and I was charged a fee,15
In which countries does your app work,24
I have a cash withdrawal on my statement that I am unsure of.,20
What happens if I deposit a cheque accidentally?,6
How long will my most recent transfer take to go through? The recipient needs the money urgently.,66
Why did I get a $1 extra fee on the statement?,34
Why hasn't the transaction I did to my friend arrive yet?,66
My card is about to expire.  Where do I get a new one.,9
My transfer is failing when I try to do it.,35
I was given the wrong amount of cash,75
What is the extra  €1 fee in my statement,34
I don't have my card after 1 week. What are my next steps?,11
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",0
Why was my transaction charged an extra fee when paying with my card?,15
I tried to top up but the app rejected it.,59
The rate for a currency exchange was wrong when I bought something.,17
I feel like too much money was taken during my currency exchange.,76
When will my balance reflect a deposit?,6
I was charged the wrong exchange rate on a purchase,17
Why can't I see my funds after I topped up?,47
"I received cash from the ATM earlier, but this shows up as pending in the app.  I've got the cash already.  How can this be still pending?",46
How come my card payment is still pending?,45
I just got refunded for my purchase over two weeks ago,53
What fees apply when using a card?,15
I did not do this payment,16
Is there an allowance on cards?,15
I got charged twice,63
Where is my cash deposit?,6
"I was told that withdrawing cash from the ATM is free, but I'm charged a fee. Why is this?",19
I've attempted to do a very standard transfer and have tried 5 times at this point. Can you tell me what the issue is? Is the system down?,35
Why didn;t my payment work,25
An ATM fee was attached to my recent withdrawal.,19
Get an item refund,52
I made a cash withdrawal and it is still listed as a pending transaction.,46
How long does it take to activate my card?,0
Why has my new card still not come?,11
After purchasing an item I noticed the exchange rate was incorrect.,17
"I do not understand why there is a pending 1£ charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?",34
Would you be so kind as to activate my card? Thanks,0
Why was I not able to complete a transfer?,35
My transaction has not been received. When are you going to process it?,66
My top-up was cancelled; will I receive a refund?,61
The exchange rate is incorrect for my payment.,17
How do I find out how or where this transaction on my account came from?,16
Can i get money in my home currency at some ATM ? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,76
"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",8
My top up is still pending,47
My statement shows a strange direct debit.,28
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,17
What is this extra fee on my statement.,34
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,8
"I was suppose to be getting a refund for something I purchased a while ago, but It still hasnt been applied to my account. When will I get my money back?",51
I need another card,39
My daughter would like a card from my account?  Can I do this?,39
I'm expecting a refund but it's no where to be seen,51
My transfer keeps failing and I just want to transfer the money can you please make it work?,35
why isnt my cash withdrawal showing,46
what is my monthly spending limit because i was refused my money at an atm,26
Is there a way to order a new card while in China?,9
What would the price be for an expired card replacement and how long will it take me to get it?,9
"I found my card that I thought I had lost, I need to reactive it, please help.",13
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,15
I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?,64
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,75
My card's expiration date is close.,9
I have a card payment which shows as pending,45
How can I request cash back? The ATM gave me the wrong amount that I've been charged though...,75
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,46
I need more assistance with how to activate my card.,0
The exchange rate was not correct for the item I bought.,17
"I got less than what i asked for in the ATM, why?",75
"Hi, I am trying to buy something online, but i think there is some issue in my card. As payment is reverted. Please help me in this as i am facing the same issue from last two weeks.",53
Why is the exchange rate different on my recent purchase?,17
A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here?,64
I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,27
"I will need to get a new card soon, how do I order?",9
"I've now been trying to do a really standard transfer 5 times already. What's going on, is your system broken or something?!",35
I have a transaction and would like to know if I it's cancelable?,8
What is the expected delivery date for my card?,11
Is it normal to be charged an extra fee when paying with my card?,15
"While abroad, I got cash, and the exchange rate applied is wrong.",76
What is the tracking number for the card you sent?,11
Why was I charged a fee for withdrawing cash?,19
Explain the extra ATM fees.,19
I just looked over my statement and I don't recognize the name of a card payment.,16
I was trying to top-up and my credit card was declined. Can you tell me why?,59
Why have I been charged a small fee to use my card?,15
Why was I charged for getting cash?,19
I went to top up my card and it was cancelled.,61
How come my cash withdrawal came with an unnecessary fee?!,19
What is the process when my card is due to expire?,9
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,75
Why was my cash withdrawal cancelled at the ATM?,26
Why did I get less cash than what I asked in the ATM?,75
How come I can't get money at the ATM,26
I thought I was going to receive more currency?,76
What countries are you available in?,24
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...,75
Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.,20
My app shows cash I didn't get.,20
I was looking to buy another card today.,39
I sent some money and the receiver can't access it.,66
What can i pay with out  fees,15
"I bought something in another currency, but the exchange rate was incorrect.",17
What countries are getting support?,24
"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",8
Top-up is loaded into the card and no update.,47
"I want to use my card, how would I activate it?",0
"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",8
This is the first time I've tried to get my money out of an ATM and it didn't work. Please give me my money,26
Where did the  €1 fee in my statement come from,34
Why hasn't my transfer gone through,35
"There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me?",16
I noticed that there was an extra charge fee on my account. Could You explain to me why?,64
In the app I see a direct debit that I don't recognize.,28
How do I get a new card sent to China?,9
I thought that transfers are free. Why was I charged an extra fee?,64
i didnt put that money in my account,20
"I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here?",53
Why is this payment pending?,45
I checked my account today and saw that I was charged an extra pound that I did not spend.,34
Why was my card payment cancelled?,53
My top-up didn't go through; it still says pending. What's up with that?,47
how come when i got cash the exchange rate was different than it should be,76
What do I do about my expired card?,9
I'm not able to activate my card how do I fix this problem?,0
Please help me figure out the reason for the odd withdrawal amount from my account?,20
Help my activate my card.,0
The app says I made a cash withdrawal even though I didn't.,20
Can the card be mailed and used in Europe?,24
Can you look to make sure the exchange rate is correct,76
Since when were there charges for taking out cash from my account? It's always been free for me to do this before.  How much are the charges going to be?,19
is the a reason why my transfer has failed?,35
I was charged more when I transferred!,64
It says the transfer wasn't accepted.,27
What is a pending payment?,45
Why has my transfer not arrived yet?,66
I tried activating my card and it didn't work,0
Payment i did not do,16
I was checking my statement and I think one of my card payments has reverted,53
Is there a problem that makes my payments show pending?,45
i want to get a card but i live in the US,24
"How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this?",26
Why did my credit card get declined for top up?,59
Why was I double charged?,63
I need to know how much it costs to transfer funds.,64
Why cant I transfer to my account?,7
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,6
There's a direct debit on my account that I didn't authorize,28
Please tell me how to get a card if I reside in the US.,24
Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,8
There's a duplicate charge on my account?,63
Why did I get charged twice for the same thing,63
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",59
I didn't make this payment and it's on my app,16
Hi something is going on with the app.  I see some payments I didn't make?,16
I had a payment that I made and it's been some amount of time and would like to know when it's suppose to go though.,45
Why was there a fee for my cash withdrawal?,19
There is a card payment I do not recognise.,16
I made a payment that got charged twice instead of once.,63
"I have an unknown debit charge in my statement, why?",28
why didnt a transfer to my account process,7
"Give me back my money, I'm not paying the sellers. It has been a long time ago that I made an order and it just isn't coming.",52
You have declined my  payment.,25
How come the money from the merchant appeared back into my account?,53
I'd like to apply for a Visa Card.,73
"Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",8
I want to know why I have been unable to withdrawn funds.,26
Am I able to stop a transfer?,8
Is there a reason that my transfer failed?,35
can i get a card if I live in the usa?,24
what was the $1 fee i got,34
Why am I seeing a transfer fee?,64
How do I check to see why my card payment was declined?,25
What could possibly be the cause of my failed transfer?,35
Is Visa or Mastercard available?,73
I am having trouble withdrawing cash.,26
"Need a new card, mine is expiring.",9
Why isn't my cash deposit showing up in my account?,6
I could not get my card to work at a shop.,25
the exchange rate is wrong from something I got in another country,17
My top-up never worked,59
Why hasn't my card been delivered?,11
Why is the exchange rate different from what I expected?,17
Can you tell me what this cash withdrawal is?,20
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",46
My card was declined in a shop,25
"As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.",51
I made a mistake this morning when I did a transfer. How do I reverse it?,8
Why didn`t my topup go through?,59
The ATM is messed up. It gave me less than I wanted.,75
my statement contains an unknown payment,16
I need a transaction reversed from my account.,63
What am I going to need in order to activate my card?,0
What is the fee for a cash withdrawal?,19
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,28
Hello. I checked my transactions and saw I was double charged on my card for a restaurant visit. I would like to get my money back.,63
"Looks like my card payment was duplicated. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",63
What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,5
Will I need to order a new card since mine expires next month?,9
"I bought something, but the exchange rate looks wrong.",17
"I made an international purchase, but the exchange rate was wrong",17
I could not transfer to a beneficiary,7
why was a transfer declined,27
I was unable to transfer money from my account.,35
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,66
My payment was terminated,53
Why is there a fee for getting cash?,19
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",63
How do I know if my top up worked?,59
Why didn't my transfer complete?,35
"Visa and MasterCard, can I get them both?",73
"I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?",64
Tried using my ATM card earlier at one of your locations for the first time.  It didn't work.  What is going on?,26
i tried to do a transfer to an account but it didn't work,7
Where do I need to go in the app to enter my card info?,13
I just noticed my transfer was declined and I don't know why. Can you help me?,27
"I tried to take out cash but the amount isn't right, so what do I do?",75
Where in the European Union can I get a card?,24
I need information explaining why my top-up failed to go through,59
"found card, how to put it back in app",13
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,15
What reasons would a topup fail?,59
My statement does not reflect that a refund has been issued,51
What is the expected delivery date of my card?,11
I've transferred money before without issue but now I am encountering an error stating that it isn't possible. Why is that?,7
Why is the payment showing as pending from things I bought this morning?,45
Why did they take more money out then I withdrawed?,19
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,17
I wasn't able to withdraw money at an ATM,26
cash from this morning has not deposited,6
Got only $20 when I tried to withdraw $100.,75
Where do I need to live to get support?,24
I am seeing in the App a payment that its not mine,16
I can't activate my card?,0
Can I get a new card with new expiration date in China?,9
Why is it taking so long for my pending transaction to post as cleared?,48
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",75
How come the ATM won't give me my money?,26
Where is the transfer I started?,66
I made a mistake when I did a transfer so now what can I do to fix that?,8
"Even though it's late, I wanted to see about disputing a charge. I was just looking through my transactions over the past couple of months and noticed a pretty large amount that was not completed by me. Is this possibly something I can still do.",28
Can I activate a card in the app?,13
Why did I get charged for a withdrawal?,19
Why am I being charged for the same thing twice?,63
I put money into my account for the minimum balance but the application didn't accept.,61
Can you change the rate for the item I bought in a different currency as it is wrong?,17
One of my card payments has reverted,53
Why is my deposit still pending?,6
"Hi, I tried topping up for the first time today (I'm a new customer), and the transaction has shown as pending for the last half an hour. Can you fix it?",47
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,46
Why would my card payment not work?,25
What is the extra fee that was added when I used the card?,15
Why wasn't my payment to beneficiary X approved?,7
i transfered however its still pending,48
There was an extra charge when I made a transfer.,64
"Is something wrong with my account, my balance didn't change after I transferred some money",5
Can you please help me with this exchange?  I am trying to get crypto and the app won't let me.,7
What's your refund policy if I bought an item from you?,52
I have a problem with a transfer. It didn't work. Can you tell me why?,27
My transfer still says pending,48
"My card will expire next month, will I need to order a new one?",9
"In regards to my card payment, the exchange rate is incorrect.",17
Why was my Payment declined,25
Why was I overcharged a pound!?,34
My purchases from this morning are showing up as payment pending. Can you tell me why?,45
"I tried to withdraw $100, all it gave me was $20.",75
I've made a transfer from France two days ago but I was wondering if international transfers take longer to arrive because it hasn't made it yet.,5
I tried activating my plug-in and it didn't piece of work,0
"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",19
How do I cancel a transfer?,8
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,16
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",66
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",28
I found my lost card. Am I still able to use it?,13
I was declined when I tried to withdraw cash!,26
Is there a reason I was charged an extra fee for using the ATM?,19
"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong.",17
My transfer failed,35
I tried to make a transfer and it was declined. Why?,27
My card wont work at an ATM,26
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,15
Who do I call to cancel a transfer?,8
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,75
Can I have my money refunded for an item,52
My account says I have a pending transfer.,48
I was recently charged for withdrawing money from my bank ATM. How can that be possible when I haven't been charged for using it before?,19
Why are there so many fees on my statement?,34
Can I use my card in Austria?,24
I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now?,19
Why is my app showing me taking money that I did not take out?,20
The payment for the card did not go through,25
My payment has been declined several times.  Can you help me?,25
"Hey I want to buy some crypto but the app doesn't allow me to! What's the issue, I really want to exchange this",7
I can't find the money I just added to my account.,47
Is my pending cash withdrawal processed?,46
I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges?,16
"There has been an unusual withdrawal from my account, can you help?",20
"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.",8
How can I find out about an extra fee on my statement?,34
"I was charged for a cash withdrawal, why?",19
It appears my top-ups have been canceled.,61
I don't know where this debit transaction on my statement came from.,28
"I made a bank transfer from my UK account today, but it's not showing.  Can you check status?",5
Why was I declined at the ATM today when I was trying to make a withdraw?,26
What do I need to do for a refund?,52
Why was I blocked from withdrawing from the ATM?,26
My payment has been cancelled,53
My cash withdrawal was declined.  Why?,26
When will a cash withdrawal show up?,46
Why isn't my deposit in my account?,6
I payed with the card and there was an extra fee?,15
How can I check the exchange rate applied to my transaction?,17
I don't understand why I'm being charged for using my card.,15
I need to dispute a direct debit.,28
There has been a payment  in the App that has not be done by me.,16
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,19
I have multiple charges on the same transaction.,63
"Some cash was withdrawn in the app, but I did not do it.",20
"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",35
Causes of top-up cancellation,61
The app is showing a payment I never made.,16
When I tried to pay in a store my card din't work,25
"It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere!",52
What is the time for a transfer?,66
I think you reverted my top up.,61
I believe you charged me too much to exchange my money,17
There was an unexpected fee for my cash withdrawal!,19
"I need to refund my item, can you please help?",52
Hey there's a fee for a transfer on my account.  Why?!,64
I do not know where the transaction is.,66
There is a direct debit payment that I did not make.,28
The wrong exchange rate was applied to me while pulling out cash.,76
I see a cash withdrawal that I did not perform.,20
There is  a charge I don't recognize.,16
I have a duplicate payment on my card.,63
my cash balance less than what I thought,75
I can't see my refund in my history.,51
"My top up hasn't worked, it's been stuck in pending for the last couple hours",47
"If my top-up didn't transfer, what went wrong?",61
I have never been charged a card payment fee before. Why did this change?,15
I don't think I made this payment that is showing up,16
"In my app, a direct debit payment I didn't do shows in my app",28
Are there steps I need to take before my card expires?,9
Why did my payment get declined?,27
"I want to link to my card card with you, how?",13
"the product is not working, can I get a refund?",52
My card is expiring so how fast can I get a new one and how much will it be?,9
Is there a charge for getting cash?,19
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",66
What's the time frame on EU transfers? I purchased something a couple of days ago but the seller hasn't received my payment.,48
Why is it taking so long for my money to appear in my account? I have been waiting a week!,6
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,8
Can I activate my card with the app?,0
My app shows a money withdrawal that I did not do.,20
Why was I charged a random fee for a transfer I made?,64
Do you guys accept mastercard or visa?,73
I was charged and shouldn't have been charged when using my card!,15
Why is the purchase I made this morning still pending?,45
I wanted to know about a pending dollar that is on my statement.,34
I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,39
My top-up is not working. Why is that?,59
I already have a card and want to link it,13
"Hey, I try to make a bank transfer from my UK account a few hours ago, but it haven't show up yet. Please check my account to make sure everything alright with it?",5
Why did the ATM give me less money than what I requested?,75
I want this fee reversed from my account.,52
I found a transfer fee - is that correct?,64
The cash abroad exchange rate is applied wrong.,76
My card is about to expire.  Are there any costs with a replacement card?  How quick do you mail it to me?,9
"If you send me more cards, are there any charges?",39
i have a pending top-up,47
How does a US resident go about acquiring a new card?,24
Why has my top up been cancelled,61
Do I get charged for withdrawals?,19
"Hey, I ordered a thing but changed my mind and want a refund on it. Since I haven't received the thing, would you just go ahead and cancel the payment for me?",52
I'm not sure why my card didn't work,25
why was a extra fee added to my account for transfer ?,64
Can you tell me why I was charged $1 for a transaction?,34
How long does it take for a transfer to finish pending?,48
unsupported transfer declined,27
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,63
My card hasn't shown up yet.,11
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,75
I think something went wrong with my card delivery as I haven't received it yet.,11
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",7
Card payment is showing as pending,45
What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,75
I am not receiving the correct exchange rate on my card.,17
How long does it take for a money transfer to show up?,48
"I think a card payment I made was cancelled, can you check?",53
I want to reverse my transaction from earlier,8
Why was the exchange wrong for the item I purchased?,17
What is the reason my payment was not accepted?,25
Why is my transfer still pending after all this time?,48
I need to make a transfer but it keeps getting declined I need Help!,27
This transfer incurred a fee that I don't think is right.,64
My payment has an incorrect exchange rate.,17
I've tried using my card multiple times and it keeps getting declined.,25
How long will it take for my transferred money to show up?,5
Why is this beneficiary being rejected?,7
My top up is pending still,47
I need more physical cards than I have right now!,39
Can you tell me why my pop-up is still pending?,47
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,59
How long does it typically take for a pending ATM withdrawal to clear?,46
Was my card payment reverted?,53
Why is my card being declined at the ATM? I have tried multiple ATMs and i keep running into the same problem. Could you verify that everything is okay with my account?,26
I made a check deposit but the cash hasn't arrived in my account yet.,6
When will my transfer be available in my account.,5
Can I get spare cards?,39
Can I get a Visa or Mastercard?,73
"Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet.",5
How long will it be to get this new card?,11
A transfer was not allowed to an account.,7
Is there a reason my new card hasn't arrived yet?,11
I recently transferred money to my account when will it show up?,5
"Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it?",53
There is a payment made with my card that I don't recognize at all.,16
"My new card has arrived, what's the activation procedure?",0
I transferred money and was charged and want to know why.,64
I transferred money but the recipient says it has not arrived. Why would this be?,66
I could not do a transfer because it was declined,27
How do I contact customer support about my declined transfer?,27
I have a pending transaction,48
I am not seeing recent cash withdrawal on my account.,46
How do I link one your card if I have one already?,13
My refund is not showing up in my account. Where is it?,51
I'm not sure why I was charged an extra fee for transferring funds.,64
Why did my cash deposit not show up?,6
"My transfer was wrong, are you able to stop it before it goes through please?",8
Why is my withdrawal from the ATM still showing as pending?,46
my refund has not hit my account yet,51
Why doesn't the person I sent money to see that transfer yet?,66
"My cash withdrawal was declined, why?",26
I was unable to transfer to another account.,7
How long does it take for a top up to be approved?,47
I withdrew cash and I think the exchange rate is wrong.,76
"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",5
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,15
"Hi there, I came across a problem with my top up and my money is missing, was there a system error?",61
How many cards am I allowed?,39
I'd like to cancel a transfer,8
When will I get my new card?,11
I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed.,45
My order needs to be canceled.,52
How do a reverse a duplicated charge?,63
In the past month I often used this account to manage payments for my new holiday villa. Now all of a sudden your fees have increased exorbitantly! Don't you have a rewards programme for frequent users?,64
I'm confused as to why my top-up did not go through.,59
Why did I not get the amount I specified at the ATM?,75
My transfer didn't work how come?,35
Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,25
"I tried using a foreign currency at an ATM, but the ATM provided me an incorrect rate. Why is that?",76
Why was I charged a fee when making this transfer when I shouldn't have been?,64
I notice there's a pending payment on my card.,45
Do you accept Visa or Mastercard?,73
I did a transfer earlier but see that it failed to go through.,35
Why is there a pending time on my transfer?,48
There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there.,34
It shows that the transfer on my account wasn't allowed.,7
My ATM card isn't working for a withdrawl,26
Can you tell me why my top-up was canceled?,61
Why was I charged twice?,63
When will my cash withdrawal show/,46
I wanted to know why i got an additional fee when i use my card.,15
My card was declined,25
What is a pending cash withdrawal?,46
Which countries do you operate in,24
A false direct debit payment is showing in my app,28
Why have I been charged twice for the same transaction?,63
Why is the ATM not allowing me to get cash?,26
"I just got a card, how can I add it to the app?",13
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,75
Where is the cash I deposited?,6
What are the countries that you operate in?,24
Why is my money not in my account. I have already sent it out.,6
How long does it take for an international transfer into my account?,5
I need a refund. This is not what i wanted.,52
